,Unnamed: 0,n_agents_above_belief_threshold,polarization_variance,engagement,free_speech_constraint,avg_user_effort
16125,16125,942.1,237.8323333333333,257.1785666666667,0.2205176688728606,40.61366666666667
16161,16161,942.1,237.8323333333333,257.1785666666667,0.224170308838828,40.61366666666667
16197,16197,942.1,237.8323333333333,257.1785666666667,0.2278229488047954,40.61366666666667
16233,16233,942.1,237.8323333333333,257.1785666666667,0.2314755887707629,40.61366666666667
16305,16305,942.1,237.8323333333333,257.1785666666667,0.1986018290770561,40.61366666666667
16341,16341,942.1,237.8323333333333,257.1785666666667,0.2022544690430235,40.61366666666667
16377,16377,942.1,237.8323333333333,257.1785666666667,0.205907109008991,40.61366666666667
16413,16413,942.1,237.8323333333333,257.1785666666667,0.2095597489749584,40.61366666666667
16449,16449,942.1,237.8323333333333,257.1785666666667,0.2132123889409257,40.61366666666667
16485,16485,942.1,237.8323333333333,257.1785666666667,0.2168650289068932,40.61366666666667
16521,16521,942.1,237.8323333333333,257.1785666666667,0.2205176688728606,40.61366666666667
16557,16557,942.1,237.8323333333333,257.1785666666667,0.224170308838828,40.61366666666667
16593,16593,942.1,237.8323333333333,257.1785666666667,0.2278229488047954,40.61366666666667
16629,16629,942.1,237.8323333333333,257.1785666666667,0.2314755887707629,40.61366666666667
16701,16701,942.1,237.8323333333333,257.1785666666667,0.1986018290770561,40.61366666666667
16737,16737,942.1,237.8323333333333,257.1785666666667,0.2022544690430235,40.61366666666667
16773,16773,942.1,237.8323333333333,257.1785666666667,0.205907109008991,40.61366666666667
16809,16809,942.1,237.8323333333333,257.1785666666667,0.2095597489749584,40.61366666666667
16845,16845,942.1,237.8323333333333,257.1785666666667,0.2132123889409257,40.61366666666667
16881,16881,942.1,237.8323333333333,257.1785666666667,0.2168650289068932,40.61366666666667
16917,16917,942.1,237.8323333333333,257.1785666666667,0.2205176688728606,40.61366666666667
16953,16953,942.1,237.8323333333333,257.1785666666667,0.224170308838828,40.61366666666667
16989,16989,942.1,237.8323333333333,257.1785666666667,0.2278229488047954,40.61366666666667
17025,17025,942.1,237.8323333333333,257.1785666666667,0.2314755887707629,40.61366666666667
17097,17097,942.1,237.8323333333333,257.1785666666667,0.1986018290770561,40.61366666666667
17133,17133,942.1,237.8323333333333,257.1785666666667,0.2022544690430235,40.61366666666667
17169,17169,942.1,237.8323333333333,257.1785666666667,0.205907109008991,40.61366666666667
17205,17205,942.1,237.8323333333333,257.1785666666667,0.2095597489749584,40.61366666666667
17241,17241,942.1,237.8323333333333,257.1785666666667,0.2132123889409257,40.61366666666667
17277,17277,942.1,237.8323333333333,257.1785666666667,0.2168650289068932,40.61366666666667
17313,17313,942.1,237.8323333333333,257.1785666666667,0.2205176688728606,40.61366666666667
17349,17349,942.1,237.8323333333333,257.1785666666667,0.224170308838828,40.61366666666667
17385,17385,942.1,237.8323333333333,257.1785666666667,0.2278229488047954,40.61366666666667
17421,17421,942.1,237.8323333333333,257.1785666666667,0.2314755887707629,40.61366666666667
